City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,callao,-12.0667,-77.15,25.4,83,0,4.12,PE,1738809683
285,rusape,-18.5278,32.1284,14.86,86,33,0.69,ZW,1738809684
286,mandimba,-14.3548,35.6515,18.59,95,100,0.21,MZ,1738809685
287,sanchursk,56.9413,47.2499,-10.79,93,83,2.51,RU,1738809686
288,akureyri,65.6835,-18.0878,7.96,49,75,16.46,IS,1738809687
289,zhigalovo,54.8097,105.1578,-31.64,94,100,0.63,RU,1738809689
290,aksaray,38.3726,34.0254,-3.75,77,100,3.58,TR,1738809690
291,labytnangi,66.6572,66.4183,-21.32,100,54,2.07,RU,1738809638
292,hermanus,-34.4187,19.2345,14.89,63,60,5.3,ZA,1738809692
293,silsbee,30.3491,-94.178,22.23,89,14,0.45,US,1738809693
294,cabo san lucas,22.8909,-109.9124,22.17,35,0,0.0,MX,1738809487
295,los alamos,35.8881,-106.307,8.15,23,0,3.61,US,1738809696
296,hilton,43.2881,-77.7933,-8.38,88,100,2.24,US,1738809698
297,tura,25.5198,90.2201,22.48,44,0,1.87,IN,1738809699
298,aldama,22.9167,-98.0667,19.19,98,0,0.73,MX,1738809700
299,hirara,24.8,125.2833,18.15,48,75,6.17,JP,1738809701
300,kavaratti,10.5669,72.642,27.18,72,22,3.82,IN,1738809398
301,kloulklubed,7.0419,134.2556,27.69,82,99,9.05,PW,1738809704
302,vilyuchinsk,52.9306,158.4028,-0.85,73,100,2.53,RU,1738809705
303,tongchuanshi,35.0806,109.0897,0.6,36,100,6.43,CN,1738809706
304,iskateley,67.6803,53.1512,-8.35,90,100,8.25,RU,1738809707
305,prince george,53.9166,-122.753,-17.31,78,20,1.54,CA,1738809708
306,luderitz,-26.6481,15.1594,18.21,69,77,11.22,NA,1738809709
307,magadan,59.5667,150.8,-15.81,70,0,2.39,RU,1738809492
308,aitape,-3.1374,142.3475,27.59,80,97,1.25,PG,1738809712
309,saint-denis,48.9167,2.3333,4.77,98,100,4.63,FR,1738809713
310,qandala,11.472,49.8728,20.25,80,14,1.46,SO,1738809714
311,puerto cabezas,14.0351,-83.3888,23.82,89,0,3.68,NI,1738809715
312,antsiranana,-12.2787,49.2917,24.24,88,100,2.03,MG,1738809410
313,cole harbour,44.6724,-63.4751,-12.25,74,93,4.47,CA,1738809717
314,puerto madero,14.7208,-92.4215,25.11,83,0,1.03,MX,1738809719
315,paracuru,-3.41,-39.0306,25.27,88,100,3.17,BR,1738809720
316,gwanda,-20.9333,29.0,21.12,67,20,2.4,ZW,1738809721
317,tougue,11.4667,-11.6,18.34,23,100,1.13,GN,1738809722
318,kayangel,8.0823,134.7173,28.19,80,99,9.54,PW,1738809723
319,uthal,25.8072,66.6219,16.51,20,2,1.08,PK,1738809724
320,shetpe,44.1667,52.1167,0.77,61,99,3.05,KZ,1738809725
321,sicuani,-14.2694,-71.2261,9.27,81,81,1.56,PE,1738809727
322,cuajinicuilapa,16.4667,-98.4167,24.89,73,7,0.86,MX,1738809728
323,nadym,65.5333,72.5167,-12.05,93,100,3.66,RU,1738809729
324,sidhi,24.4167,81.8833,16.7,30,0,2.9,IN,1738809730
325,inarajan village,13.2736,144.7484,30.55,79,78,7.05,GU,1738809731
326,bikenibeu village,1.3673,173.1241,26.89,83,42,7.25,KI,1738809732
327,san patricio,28.017,-97.5169,21.97,83,0,5.97,US,1738809733
328,vacha,55.8008,42.7706,-8.87,96,21,2.02,RU,1738809735
329,merida,20.9667,-89.6167,25.57,78,40,5.36,MX,1738809736
330,pemangkat,1.1667,108.9667,26.39,84,100,5.0,ID,1738809737
331,tianpeng,30.9866,103.9393,9.0,61,95,1.61,CN,1738809738
332,huarmey,-10.0681,-78.1522,22.79,78,100,2.63,PE,1738809360
333,chibougamau,49.9168,-74.3659,-16.21,72,100,5.66,CA,1738809338
334,tindouf,27.6711,-8.1474,13.25,26,0,3.09,DZ,1738809741
335,atafu village,-8.5421,-172.5159,28.88,71,9,7.69,TK,1738809743
336,miracema do tocantins,-9.5618,-48.3967,24.06,76,100,1.15,BR,1738809744
337,plaza huincul,-38.926,-69.2086,18.32,31,0,6.36,AR,1738809745
338,sitka,57.0531,-135.33,1.94,64,20,2.57,US,1738809415
339,punta arenas,-53.15,-70.9167,10.06,81,100,3.6,CL,1738809747
340,shelekhov,52.2139,104.1,-31.79,96,100,0.59,RU,1738809748
341,ulety,51.3572,112.4849,-20.58,73,96,3.2,RU,1738809750
342,mahina,-17.5065,-149.489,27.87,74,75,6.17,PF,1738809751
343,kununurra,-15.7667,128.7333,33.99,62,20,4.12,AU,1738809752
344,guarapari,-20.6667,-40.4975,22.65,82,34,3.46,BR,1738809753
345,tucupita,9.0622,-62.051,21.57,98,77,1.69,VE,1738809754
346,kostanay,53.1667,63.5833,-3.84,86,100,3.0,KZ,1738809755
347,raahe,64.6833,24.4833,-5.12,95,6,3.15,FI,1738809756
348,tulun,54.5611,100.5792,-16.49,94,100,1.41,RU,1738809758
349,enewetak,11.3474,162.3373,26.96,74,92,7.39,MH,1738809759
350,kenai,60.5544,-151.2583,-4.97,79,0,0.0,US,1738809760
351,barcelos,41.5388,-8.6151,6.86,72,100,2.02,PT,1738809761
352,smithers,54.7804,-127.1743,-15.82,72,20,1.54,CA,1738809762
353,dryden,49.7833,-92.7503,-11.84,56,100,5.66,CA,1738809583
354,camana,-16.6228,-72.7111,23.09,83,98,2.4,PE,1738809766
355,enumclaw,47.2043,-121.9915,1.42,92,96,2.05,US,1738809767
356,malmyzh,56.5205,50.6818,-15.2,96,72,1.92,RU,1738809769
357,herkimer,43.0256,-74.986,-11.1,49,100,1.37,US,1738809771
358,santa rosalia,27.3167,-112.2833,15.53,43,0,0.79,MX,1738809772
359,miribel,45.8258,4.9544,4.07,81,100,1.54,FR,1738809773
360,yerofey pavlovich,53.9667,121.9667,-16.84,74,100,2.15,RU,1738809774
361,frontera,26.9333,-101.45,24.07,58,0,1.48,MX,1738809775
362,chulym,55.0997,80.9572,-21.67,90,5,3.45,RU,1738809777
363,carnarvon,-24.8667,113.6333,30.65,55,2,5.21,AU,1738809778
364,saint-francois,46.4154,3.9054,3.69,100,100,0.0,FR,1738809492
365,muang xay,20.7,101.9833,25.25,46,4,1.05,LA,1738809781
366,flying fish cove,-10.4217,105.6791,27.82,83,75,6.17,CX,1738809572
367,kyzyl,51.7,94.45,-23.7,98,96,0.04,RU,1738809784
368,novyy buh,47.6931,32.5216,-2.79,95,79,2.37,UA,1738809785
369,morant bay,17.8815,-76.4093,24.5,85,46,6.18,JM,1738809786
370,hamilton,39.1834,-84.5333,1.11,93,100,0.89,US,1738809787
371,umba,66.6871,34.3429,-2.81,89,100,7.23,RU,1738809788
372,berkhamsted,51.7604,-0.5653,2.21,80,0,2.57,GB,1738809789
373,la passe,45.5549,-0.8967,5.27,90,55,5.63,FR,1738809473
374,puerto aysen,-45.4,-72.7,9.86,94,100,3.58,CL,1738809792
375,bhulath gharbi,31.5328,75.5022,10.07,49,0,2.48,IN,1738809794
376,alta,69.9689,23.2717,-2.12,83,75,12.96,NO,1738809795
377,celestun,20.8667,-90.4,23.75,81,81,5.3,MX,1738809797
378,mutuali,-14.8706,37.0044,19.37,95,93,0.92,MZ,1738809798
379,port isabel,26.0734,-97.2086,22.79,90,0,6.17,US,1738809799
380,chunskiy,56.0815,99.6342,-15.1,95,100,1.33,RU,1738809800
381,saint-philippe,-21.3585,55.7679,27.77,80,61,2.42,RE,1738809801
382,newman,37.3138,-121.0208,8.92,68,0,1.61,US,1738809803
383,tobelo,1.7284,128.0095,27.89,79,100,2.32,ID,1738809804
384,revda,56.801,59.9303,-9.15,97,100,2.78,RU,1738809805
385,purpe,64.4803,76.6897,-16.25,97,99,3.46,RU,1738809806
386,hanceville,34.0607,-86.7675,20.09,97,97,2.65,US,1738809807
387,kiffa,16.6166,-11.4045,16.73,17,0,5.25,MR,1738809809
388,bayganin,48.6947,55.8742,-10.23,85,19,6.75,KZ,1738809810
389,kuanda,56.3161,116.0806,-31.33,92,47,1.14,RU,1738809811
390,suva,-18.1416,178.4415,30.71,70,40,5.66,FJ,1738809812
391,east london,-33.0153,27.9116,21.12,89,100,5.62,ZA,1738809814
392,liepaja,56.5419,21.0367,-0.01,100,7,1.54,LV,1738809815
393,broome,42.2506,-75.833,-6.86,76,0,2.57,US,1738809816
394,westport,41.1415,-73.3579,-2.36,53,100,1.79,US,1738809817
395,hilo,19.7297,-155.09,23.38,85,100,4.12,US,1738809325
396,lorengau,-2.0226,147.2712,29.95,66,26,3.67,PG,1738809820
397,onokhoy,51.932,108.0747,-24.71,87,26,2.02,RU,1738809821
398,danjiangkou,32.5428,111.5086,6.64,36,100,2.31,CN,1738809822
399,christiana,-27.914,25.1611,19.75,67,6,3.98,ZA,1738809823
400,morondava,-20.2833,44.2833,25.55,85,100,8.65,MG,1738809824
401,brooks,50.5834,-111.8851,-21.01,71,100,3.6,CA,1738809825
402,krivyanskaya,47.3963,40.1662,-3.5,86,100,5.44,RU,1738809827
403,peterhead,57.5058,-1.7981,4.88,77,3,4.07,GB,1738809828
404,batu,-7.87,112.5283,22.89,75,73,2.61,ID,1738809829
405,rio verde de mato grosso,-18.9181,-54.8442,22.3,92,96,2.08,BR,1738809830
406,lodja,-3.4833,23.4333,20.92,97,100,0.84,CD,1738809235
407,asau,46.4333,26.4,-4.64,97,100,1.15,RO,1738809832
408,vila franca do campo,37.7167,-25.4333,18.27,99,11,2.03,PT,1738809834
409,hola,51.5377,23.1902,-1.16,80,17,1.45,PL,1738809835
410,labrador city,52.9463,-66.9114,-21.05,71,75,7.2,CA,1738809836
411,lardero,42.4269,-2.4615,0.4,93,0,4.12,ES,1738809837
412,tarrafal,15.2833,-23.7667,21.46,65,14,9.29,CV,1738809838
413,tanjung selor,2.8372,117.3642,27.61,77,100,0.76,ID,1738809839
414,polyarnyy,69.1989,33.4478,-2.53,87,98,9.73,RU,1738809841
415,zambezi,-13.5432,23.1047,18.74,99,100,1.16,ZM,1738809842
416,dwarka,22.2394,68.9678,19.78,43,0,7.29,IN,1738809843
417,freetown,8.484,-13.2299,25.84,83,40,2.06,SL,1738809319
418,qujing,25.4833,103.7833,10.85,72,100,5.93,CN,1738809845
419,holualoa,19.6228,-155.9522,23.43,68,35,1.34,US,1738809848
420,port augusta,-32.5,137.7667,37.98,23,0,3.84,AU,1738809849
421,acarau,-2.8856,-40.12,25.24,87,98,3.22,BR,1738809850
422,shillington,40.3079,-75.9655,0.61,62,100,0.45,US,1738809852
423,tromso,69.6496,18.957,1.01,86,75,7.72,NO,1738809563
424,sao vicente,-23.9631,-46.3919,25.42,85,100,1.46,BR,1738809854
425,palikir - national government center,6.9248,158.1611,31.41,62,20,5.66,FM,1738809547
426,guadalupe y calvo,26.1,-106.9667,9.13,45,0,1.91,MX,1738809856
427,kolonia town,6.964,158.206,32.0,62,20,5.66,FM,1738809858
428,nuku'alofa,-21.1333,-175.2,26.19,89,75,3.09,TO,1738809859
429,ola,59.5833,151.2833,-16.23,73,0,2.95,RU,1738809860
430,cozumel,20.5083,-86.9458,24.04,88,0,3.09,MX,1738809712
431,razam,18.4667,83.6667,25.88,59,33,1.97,IN,1738809862
432,nouadhibou,20.931,-17.0347,16.97,71,0,9.06,MR,1738809864
433,coquimbo,-29.9533,-71.3436,17.21,76,0,2.06,CL,1738809865
434,mirabad,30.4362,61.8383,9.58,28,1,4.18,AF,1738809866
435,whakatane,-37.9585,176.9854,23.62,83,17,4.02,NZ,1738809687
436,steamboat springs,40.485,-106.8317,5.87,56,100,2.68,US,1738809868
437,leh,34.1667,77.5833,-19.73,99,100,1.67,IN,1738809869
438,island harbour,50.724,-1.2758,3.74,86,77,5.17,GB,1738809588
439,prado,-17.3411,-39.2208,25.02,86,99,3.2,BR,1738809872
440,touros,-5.1989,-35.4608,25.5,84,100,4.33,BR,1738809543
441,carauari,-4.8828,-66.8958,22.07,99,100,0.85,BR,1738809874
442,georgetown,5.4112,100.3354,27.97,65,20,3.13,MY,1738809875
443,rikaze,29.25,88.8833,2.13,20,0,0.7,CN,1738809876
444,mahdia,35.5047,11.0622,12.16,81,11,3.78,TN,1738809878
445,katabu,-4.9333,122.5167,27.81,79,99,1.53,ID,1738809879
446,beau vallon,-20.4189,57.6953,26.13,89,20,1.54,MU,1738809880
447,jindabyne,-36.4167,148.6333,31.74,26,24,1.4,AU,1738809881
448,zhosaly,45.4878,64.0781,-7.41,77,11,7.01,KZ,1738809882
449,choibalsan,48.0667,114.5,-20.86,75,100,8.2,MN,1738809883
450,livny,52.4253,37.6069,-4.96,94,7,2.22,RU,1738809885
451,yatou,37.15,122.3833,0.26,28,5,5.44,CN,1738809886
452,kindu,-2.95,25.95,20.85,98,100,0.88,CD,1738809887
453,pionki,51.476,21.4499,1.23,89,100,3.09,PL,1738809888
454,manokwari,-0.8667,134.0833,28.56,70,99,2.8,ID,1738809889
455,lagunas,-5.2269,-75.6753,23.0,97,65,1.29,PE,1738809892
456,gamba,-2.65,10.0,25.36,87,100,1.33,GA,1738809893
457,sabang,5.8933,95.3214,27.96,73,13,8.63,ID,1738809894
458,yarovoye,52.9273,78.58,-18.36,78,0,4.66,RU,1738809895
459,nelson,-41.2833,173.2833,21.27,79,97,3.39,NZ,1738809896
460,quillacollo,-17.4,-66.2833,20.04,39,20,2.57,BO,1738809898
461,lowestoft,52.4752,1.7516,2.79,92,0,3.54,GB,1738809899
462,diamantino,-14.4086,-56.4461,20.99,94,100,2.38,BR,1738809900
463,dhalie,13.6957,44.7314,11.74,87,19,0.98,YE,1738809901
464,srivardhan,18.0333,73.0167,24.11,47,3,1.65,IN,1738809903
465,chern',53.4523,36.9145,-6.33,97,15,2.34,RU,1738809904
466,rio grande,-32.035,-52.0986,25.01,94,22,5.36,BR,1738809905
467,amahai,-3.3333,128.9167,29.73,63,90,0.77,ID,1738809906
468,chengdu,30.6667,104.0667,5.94,75,40,4.0,CN,1738809907
469,yeppoon,-23.1333,150.7333,24.5,83,100,3.86,AU,1738809908
470,sal rei,16.1833,-22.9167,21.15,64,0,9.87,CV,1738809910
471,khamis mushait,18.3064,42.7292,14.58,28,0,5.14,SA,1738809911
472,nandurbar,21.3667,74.25,20.6,31,0,5.08,IN,1738809912
473,fort st. john,56.2499,-120.8529,-20.06,84,100,4.63,CA,1738809913
474,phu kradueng,16.8843,101.8847,28.17,44,5,1.94,TH,1738809914
475,woodland park,40.8898,-74.1949,-0.48,54,0,1.54,US,1738809915
476,tangalle,6.024,80.7911,25.27,77,32,5.77,LK,1738809503
477,kourou,5.1552,-52.6478,24.05,95,100,3.1,GF,1738809918
478,sur,22.5667,59.5289,18.35,57,2,2.29,OM,1738809919
479,ciudad lazaro cardenas,17.9583,-102.2,24.53,77,0,1.41,MX,1738809525
480,bamboo flat,11.7,92.7167,26.05,89,20,1.03,IN,1738809585
481,benguela,-12.5763,13.4055,25.27,83,93,0.83,AO,1738809922
482,chernomorskoye,45.5039,32.6997,1.29,65,100,6.66,UA,1738809923
483,tongging,2.8969,98.5262,20.04,67,73,2.23,ID,1738809925
484,hassi messaoud,31.6804,6.0729,9.73,67,0,4.55,DZ,1738809927
485,funafuti,-8.5243,179.1942,30.0,74,75,4.12,TV,1738809928
486,haiku-pauwela,20.9219,-156.3051,22.34,81,75,7.15,US,1738809929
487,al kharj,24.155,47.3346,17.32,10,100,6.3,SA,1738809930
488,yurga,55.7231,84.8861,-24.46,93,8,2.61,RU,1738809931
489,carutapera,-1.195,-46.02,24.46,94,100,2.54,BR,1738809934
490,kolkhozobod,37.5882,68.6589,4.81,54,0,2.86,TJ,1738809935
491,greenville,35.6127,-77.3663,5.63,94,100,2.57,US,1738809670
492,brisas de zicatela,15.8369,-97.0419,27.29,69,0,1.54,MX,1738809937
493,bintulu,3.1667,113.0333,25.23,94,40,0.0,MY,1738809938
494,chamical,-30.36,-66.314,30.01,38,0,6.85,AR,1738809940
495,conde,-7.2597,-34.9075,22.7,100,100,4.12,BR,1738809941
496,miles city,46.4083,-105.8406,-17.46,71,20,4.63,US,1738809942
497,leua,48.2156,18.6071,-0.5,67,0,1.6,SK,1738809943
498,sinop,41.7711,34.8709,-3.12,96,100,4.43,TR,1738809944
499,chui,-33.6971,-53.4616,22.9,97,94,2.1,UY,1738809945
500,zubin potok,42.9144,20.6897,-1.86,62,8,1.93,XK,1738809947
501,quellon,-43.1167,-73.6167,12.86,90,100,4.69,CL,1738809948
502,hami,42.8,93.45,-7.05,43,0,2.76,CN,1738809949
503,yarmouth,41.7057,-70.2286,-7.97,72,0,0.0,US,1738809950
504,conception bay south,47.4999,-52.9981,-10.6,73,93,8.74,CA,1738809951
505,basco,20.4487,121.9702,21.54,79,100,12.02,PH,1738809952
506,vila velha,-20.3297,-40.2925,25.97,78,20,2.06,BR,1738809953
507,castillos,-34.1667,-53.8333,20.19,93,95,2.82,UY,1738809955
508,laguna,38.421,-121.4238,9.98,61,0,2.57,US,1738809956
509,novaya lyalya,59.055,60.599,-13.37,98,100,2.33,RU,1738809957
510,cave creek,33.8333,-111.9508,18.56,26,0,1.34,US,1738809938
511,dongargaon,20.9667,80.85,23.19,42,2,3.81,IN,1738809959
512,rundu,-17.9333,19.7667,19.6,83,100,1.79,NA,1738809960
513,tazacorte,28.629,-17.9293,17.54,73,75,5.66,ES,1738809961
514,shimoda,34.6667,138.95,5.04,47,0,11.33,JP,1738809963
515,kokpekty,48.75,82.4,-23.65,95,5,1.18,KZ,1738809964
516,yashkul',46.1711,45.3435,-0.98,66,73,5.07,RU,1738809965
517,garoua boulai,5.8833,14.55,18.7,24,100,1.73,CM,1738809966
518,pitimbu,-7.4706,-34.8086,25.48,87,100,4.61,BR,1738809967
519,keetmanshoop,-26.5833,18.1333,22.84,60,99,0.36,NA,1738809968
520,mpika,-11.8343,31.4529,17.04,99,100,1.33,ZM,1738809969
521,caraballeda,10.6112,-66.8522,27.04,69,20,1.54,VE,1738809971
522,san pedro de jujuy,-24.2313,-64.8661,27.05,35,23,1.06,AR,1738809972
523,hoemul-li,41.4339,129.67,-7.04,40,76,0.88,KP,1738809973
524,katsuren-haebaru,26.3369,127.8719,16.72,51,100,2.57,JP,1738809974
525,zeya,53.75,127.2667,-12.44,77,100,3.37,RU,1738809975
526,moose jaw,50.4001,-105.5344,-18.86,84,100,9.26,CA,1738809976
527,porto novo,6.4965,2.6036,27.9,88,56,2.45,BJ,1738809978
528,metro,-5.1131,105.3067,28.38,71,54,8.03,ID,1738809979
529,sydney,-33.8679,151.2073,29.38,71,36,1.34,AU,1738809822
530,dunda,-8.1167,34.25,18.29,96,100,0.64,TZ,1738809981
531,tidjikja,18.5564,-11.4271,15.23,17,0,6.11,MR,1738809982
532,bankra,22.6275,88.2981,23.01,73,5,3.6,IN,1738809983
533,taltal,-25.4,-70.4833,19.16,86,51,0.12,CL,1738809984
534,huntsville,34.7304,-86.5861,19.5,91,100,7.15,US,1738809986
535,arar,30.9753,41.0381,8.01,66,0,8.23,SA,1738809987
536,anloga,5.7947,0.8973,27.31,84,14,5.42,GH,1738809988
537,chuhar jamali,24.3895,67.9923,16.41,20,0,3.75,PK,1738809989
538,evron,48.1564,-0.3997,1.9,95,100,2.72,FR,1738809990
539,mar del plata,-38.0023,-57.5575,21.16,83,40,4.63,AR,1738809922
540,puntarenas,9.9763,-84.8384,25.95,74,7,0.75,CR,1738809992
541,dinar,38.065,30.1656,-2.02,78,37,7.14,TR,1738809994
542,laurel bay,32.4502,-80.7848,13.87,94,40,2.06,US,1738809995
543,dakhla,23.6848,-15.958,16.22,88,0,8.7,EH,1738809996
544,zhu cheng city,35.995,119.4026,2.78,18,90,7.56,CN,1738809997
545,oroqen zizhiqi,50.5667,123.7167,-17.3,87,100,3.12,CN,1738809998
546,mattapoisett,41.6584,-70.8161,-3.33,72,0,0.89,US,1738809999
547,port hueneme,34.1478,-119.1951,16.64,94,100,3.6,US,1738810000
548,n'zeto,-7.2312,12.8666,26.16,86,100,2.79,AO,1738810002
549,bubaque,11.2833,-15.8333,24.89,53,6,4.54,GW,1738810003
550,hovd,48.0056,91.6419,-15.29,68,0,1.84,MN,1738810004
551,gao,16.6362,1.637,22.83,24,72,4.65,ML,1738810006
552,antonio enes,-16.2325,39.9086,23.87,87,100,3.57,MZ,1738810007
553,cascais,38.6979,-9.4215,9.98,68,100,2.72,PT,1738810008
554,isla vista,34.4133,-119.861,15.99,95,100,2.57,US,1738809833
555,timaru,-44.4,171.25,16.15,71,86,2.24,NZ,1738809834
556,shakawe,-18.3667,21.85,21.38,70,100,1.45,BW,1738810012
557,qaisumah,28.3112,46.1273,13.98,54,40,4.12,SA,1738809498
558,anaco,9.4389,-64.4728,24.52,65,10,4.13,VE,1738810014
559,ivankiv,50.9386,29.8943,-2.09,77,74,3.24,UA,1738810015
560,muynoq,43.7683,59.0214,0.78,77,1,4.99,UZ,1738810016
561,saint-louis,16.3333,-15.0,18.34,15,0,4.71,SN,1738810018
562,cockburn town,21.4612,-71.1419,24.64,72,47,10.52,TC,1738810019
563,poyang,28.9924,116.6675,9.96,43,95,3.74,CN,1738810020
564,anton lizardo,19.05,-95.9833,23.12,89,0,2.56,MX,1738810021
565,beyneu,45.3167,55.2,-1.27,82,10,6.61,KZ,1738810022
566,mawu,34.4307,104.9176,-5.21,57,100,0.69,CN,1738810023
567,yanchep,-31.55,115.6833,30.16,42,0,4.03,AU,1738810025
568,chisec,15.8167,-90.2833,20.35,83,0,1.64,GT,1738810026
569,kisangani,0.5167,25.2,24.41,68,100,1.43,CD,1738810027
